LeadID,CreatedAt,UpdatedAt,FirstContactAt,ConvertedAt,Phone,Country,Region,City,PreferredLanguage,CourseID,CourseNameRaw,ManagerID,LeadStatus,LeadStage,LeadTemperature,LeadScore,Source,Medium,Campaign,Content,Term,LandingPage,DeviceType,ReferrerDomain,FirstTouchSource,LastTouchSource,ExpectedCoursePrice,ExpectedCurrency,DiscountRequested,IsDuplicateCandidate,FullName_en,ManagerNameRaw_en,Email_en
LEAD0000062,2024-01-01 09:00:01,2024-02-01 09:48:10,2024-01-01 14:48:10,,+49336244953,Germany,Berlin Region,Berlin,EN,CRS0005,Front-End,MGR0004,LOST,Закрыто и не реализовано (нет нужного курса),WARM,38,google,cpc,Search - Курс Web Design - Ukraine NEW,ad_8,kw_21,/ua/frontend,DESKTOP,google.com,google,google,28780.0,EUR,True,True,Єvgen Lopez,Vasyl F.,єvgen.lopez9256@yahoo.com
LEAD0000063,2024-01-01 09:29:39,2024-03-01 14:41:29,2024-01-01 15:41:29,,+48323553654,Poland,Warsaw Region,Warsawa,PL,CRS0011,QA Automation,MGR0003,LOST,Закрыто и не реализовано (дорого),COLD,35,google,cpc,ai_0526,ad_9,kw_22,/ua/qa,MOBILE,google.com,google,google,27170.0,PLN,True,True,Stephanie Moore,Oksana B.,stephanie.moore4680@icloud.com
LEAD0000064,2024-01-01 09:47:56,2024-02-01 17:20:58,2024-01-01 14:20:58,,+420158882833,Czech Republic,Prague Region,Prague,CS,CRS0008,IT Start (Free),MGR0007,LOST,Закрыто и не реализовано (купил у конкурентов),WARM,58,facebook,cpc,Search- Курс AI - UA,ad_10,kw_23,/ua/start,MOBILE,facebook.com,meta,meta,0.0,CZK,True,True,Fedosij Jakiel,Orest K.,fedosij.jakiel1581@gmail.com
LEAD0000065,2024-01-01 09:58:24,2024-02-14 06:59:36,2024-02-01 10:26:58,2024-12-02 15:59:36,+380852028957,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0002,Data Analytics,MGR0005,WON,Успешно реализовано,HOT,61,organic,organic,,nan,nan,/ua/data-analytics,DESKTOP,google.com,organic,organic,36120.0,UAH,True,True,Nan,Ilarion D.,polikarp.kadenjuk3289@icloud.com
LEAD0000066,2024-01-01 10:02:20,2024-03-01 00:00:00,2024-01-01 12:36:52,,+380108068320,Ukraine,Kyiv Oblast,Kyiv,RU,CRS0005,Front-End,MGR0007,LOST,Закрыто и не реализовано (дорого),COLD,0,email,email,da_free,ad_12,nan,/ua/frontend,DESKTOP,nan,email,email,27790.0,UAH,True,True,Adrian Wilson,Orest K.,adrian.wilson881@outlook.com
LEAD0000067,2024-01-13 00:00:00,2024-03-01 14:55:50,2024-01-01 13:55:50,,+380455214148,Ukraine,Kyiv Oblast,Kyiv,RU,CRS0015,Data Analytics (Free Intro),MGR0004,LOST,Закрыто и не реализовано (перестал брать трубку),WARM,62,chatgpt.com,referral,Search - Курс Data Analytics - EU,ad_13,nan,/ua/data-analytics,MOBILE,chatgpt.com,chatgpt.com,chatgpt.com,0.0,UAH,True,True,Єvgen Lopez,Vasyl F.,єvgen.lopez3565@icloud.com
LEAD0000068,2024-01-01 10:13:24,2024-07-01 07:31:37,2024-01-01 16:12:20,2024-01-07 00:00:00,+380202428343,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0017,QA Engineer,MGR0003,WON,Успешно реализовано,COLD,40,organic,organic,,nan,nan,/ua/qa,MOBILE,google.com,organic,organic,29240.0,UAH,True,True,Juhim Kline,Oksana B.,juhim.kline8161@yahoo.com
LEAD0000069,2024-01-01 10:22:46,2024-02-01 09:00:21,2024-01-01 22:00:21,,+380099004296,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0017,QA Engineer,MGR0003,LOST,Закрыто и не реализовано (неправильный номер),COLD,22,google,cpc,Search - Курс Java - Ukraine (NEW),ad_15,kw_28,/ua/qa,DESKTOP,google.com,google,google,28510.0,UAH,True,True,German Kononowicz,Oksana B.,german.kononowicz8527@ukr.net
LEAD0000070,2024-01-01 10:33:29,2024-02-01 21:50:32,2024-01-01 11:50:32,,+380489710559,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0002,Data Analytics,MGR0008,LOST,Закрыто и не реализовано (перестал отвечать в чате),HOT,68,facebook,cpc,search_kursy_ua,ad_16,kw_29,/ua/data-analytics,MOBILE,facebook.com,meta,meta,33280.0,UAH,True,True,Spiridon Jacobs,Vasil' G.,spiridon.jacobs5389@icloud.com
LEAD0000071,2024-01-01 10:35:07,2024-02-01 23:56:19,2024-01-01 15:56:19,,+380303118178,Ukraine,Lviv Oblast,Lviv,UA,CRS0017,QA Engineer,MGR0003,LOST,Закрыто и не реализовано (не актуально),COLD,21,organic,organic,,nan,nan,/ua/qa,MOBILE,google.com,organic,organic,27600.0,UAH,True,True,Marek Martin,Oksana B.,marek.martin5798@gmail.com
LEAD0000072,2024-01-01 11:02:43,2024-03-01 00:00:00,2024-01-01 13:18:48,,+7554628647,Kazakhstan,Almaty Region,,KK,CRS0001,ai-automation,MGR0004,LOST,Закрыто и не реализовано (спам),COLD,35,instagram,cpc,Search- Курс AI - UA,ad_18,kw_31,/ua/ai-automation,MOBILE,instagram.com,instagram,instagram,36850.0,USD,True,True,Serafim Adkins,Vasyl F.,serafim.adkins6525@yahoo.com
LEAD0000073,2024-01-01 11:19:05,2024-01-20 20:52:47,2024-01-01 20:26:05,2024-01-20 06:52:47,+49679320424,Germany,Berlin Region,Berlin,DE,CRS0008,IT Start (Free),MGR0003,WON,Успешно реализовано,COLD,35,instagram,cpc,pmax_eu,ad_1,kw_32,/ua/start,MOBILE,instagram.com,instagram,instagram,0.0,EUR,True,True,Thomas Burns,Oksana B.,thomas.burns4787@yahoo.com
LEAD0000074,2024-01-01 11:24:18,2024-02-01 09:15:34,2024-01-01 14:15:34,,+380600337329,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0002,Data Analytics,MGR0007,LOST,Закрыто и не реализовано (купил у конкурентов),WARM,35,dou,referral,Search - Курс Web Design - Ukraine,ad_2,nan,/ua/data-analytics,MOBILE,dou.ua,dou,dou,35160.0,UAH,True,True,Troy Maksimova,Orest K.,troy.maksimova985@gmail.com
LEAD0000075,2024-01-01 11:25:32,2024-02-01 08:50:05,2024-01-01 11:50:05,,+48724854320,Poland,Wroclaw Region,Wroclaw,UA,CRS0014,AI Automation Bundle,MGR0002,LOST,Закрыто и не реализовано (спам),HOT,59,google,cpc,ai_auto_present,ad_3,kw_34,/ua/ai-automation,MOBILE,google.com,google,google,20030.0,PLN,True,True,Jonathan Nitkiewicz,Natalia H.,jonathan.nitkiewicz4440@gmail.com
LEAD0000076,2024-01-01 11:28:33,2024-04-01 00:00:00,2024-01-01 16:58:24,,+380374599954,Ukraine,Lviv Oblast,Lviv,UA,CRS0006,FullStack Java,MGR0003,LOST,Закрыто и не реализовано (перестал брать трубку),HOT,68,direct,notset,,nan,nan,/ua/fullstack,MOBILE,nan,direct,direct,37390.0,UAH,True,True,Carrie Gorbunova,Oksana B.,carrie.gorbunova6008@gmail.com
LEAD0000077,2024-01-01 11:52:31,2024-01-14 02:37:57,,2024-01-14 00:37:57,+48737387203,Poland,Wroclaw Region,Wroclaw,UA,CRS0012,QA,MGR0002,WON,Успешно реализовано,HOT,56,organic,organic,,nan,nan,/ua/qa,TABLET,google.com,organic,organic,33620.0,PLN,True,True,Natal'Ja Ermakov,Natalia H.,natal'ja.ermakov3543@ukr.net
LEAD0000078,2024-01-01 11:56:48,2024-01-29 19:57:37,2024-01-01 12:21:52,2024-01-28 16:57:37,+380804264253,Ukraine,Dnipro Oblast,Dnipro,UNKNOWN,CRS0002,Data Analytics,MGR0008,WON,Успешно реализовано,HOT,66,direct,notset,,nan,nan,/ua/data-analytics,MOBILE,nan,direct,direct,37830.0,UAH,True,True,Timothy Mckinney,Vasil' G.,timothy.mckinney6420@icloud.com
LEAD0000079,2024-01-01 12:12:02,2024-01-01 23:37:27,2024-01-01 00:00:00,,+44256102484,United Kingdom,London Region,London,UNKNOWN,CRS0005,Front-End,MGR0007,LOST,Закрыто и не реализовано,COLD,27,facebook,cpc,da_free_course_v1,ad_7,kw_38,/ua/frontend,MOBILE,facebook.com,meta,meta,29880.0,EUR,True,True,Solomon Rivera,Orest K.,solomon.rivera7145@yahoo.com
LEAD0000080,2024-01-01 12:18:53,2024-03-01 18:04:13,2024-01-01 18:04:13,,+380279490654,Ukraine,Odesa Oblast,Odessa,UA,CRS0017,QA Engineer,MGR0003,LOST,Закрыто и не реализовано (перестал отвечать в чате),WARM,31,organic,organic,,nan,nan,/ua/qa,MOBILE,google.com,organic,organic,26460.0,UAH,True,True,Allison Fomichev,Oksana B.,allison.fomichev9000@icloud.com
LEAD0000081,2024-01-01 12:33:56,2024-04-01 01:21:52,2024-01-01 13:21:52,,+380723524228,Ukraine,Odesa Oblast,Odessa,RU,CRS0005,Front-End,MGR0002,LOST,Закрыто и не реализовано (спам),HOT,59,telegram,broadcast,python_260526,ad_9,nan,/ua/frontend,MOBILE,t.me,telegram,telegram,28420.0,UAH,True,True,Mihajlo Olіfіrenko,Natalia H.,mihajlo.olіfіrenko6617@icloud.com
LEAD0000082,2024-01-01 12:49:20,2024-07-01 08:30:59,2024-02-01 05:01:24,2024-04-01 16:30:59,+380800749081,Ukraine,Odesa Oblast,Odessa,RU,CRS0008,IT Start (Free),MGR0006,WON,Успешно реализовано,COLD,41,facebook,cpc,search - Курс data analytics - eu,ad_10,kw_1,/ua/start,DESKTOP,facebook.com,meta,meta,0.0,UAH,True,True,Vіktorіja Kononov,John Z.,vіktorіja.kononov309@gmail.com
LEAD0000083,2024-01-01 13:09:06,2024-03-01 22:54:25,2024-01-01 13:54:25,,+380141081722,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0007,FullStack Python,MGR0005,LOST,Закрыто и не реализовано (нет нужного курса),WARM,53,referral,referral,,nan,nan,/ua/fullstack,MOBILE,prog.academy,referral,referral,40680.0,UAH,True,True,Bruno Gavrilіv,Ilarion D.,bruno.gavrilіv9673@icloud.com
LEAD0000084,2024-01-01 13:16:48,2024-02-01 00:26:29,2024-01-01 18:26:29,,+49787155439,Germany,Munich Region,Munchen,EN,CRS0005,Front-End,MGR0003,LOST,Закрыто и не реализовано (не актуально),HOT,67,facebook,cpc,52635795949090,ad_12,kw_3,/ua/frontend,TABLET,facebook.com,meta,chatgpt.com,29950.0,EUR,True,True,Nicole Tarasenko,Oksana B.,nicole.tarasenko2513@gmail.com
LEAD0000085,2024-01-01 13:19:55,2024-03-01 03:46:54,2024-01-01 14:46:54,,+380658209816,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0014,AI Automation Bundle,MGR0004,LOST,Закрыто и не реализовано (перестал отвечать в чате),WARM,35,facebook,cpc,python_260526,ad_13,kw_4,/ua/ai-automation,DESKTOP,facebook.com,meta,meta,21110.0,UAH,True,True,Norbert Orpel,Vasyl F.,norbert.orpel1857@gmail.com
LEAD0000086,2024-01-01 13:21:57,2024-01-20 13:59:41,2024-01-01 17:22:52,2024-01-19 10:59:41,+380893387155,Ukraine,Odesa Oblast,Odessa,UA,CRS0006,FullStack Java - online,MGR0007,WON,Успешно реализовано,HOT,83,instagram,cpc,ai_0526,ad_14,kw_5,/ua/fullstack,DESKTOP,instagram.com,instagram,instagram,39920.0,UAH,True,True,Tracy Makoś,Orest K.,tracy.makoś1794@icloud.com
LEAD0000087,2024-01-01 13:33:53,2024-04-01 03:36:17,2024-01-01 15:27:05,2024-03-01 00:36:17,+7636607851,Kazakhstan,Almaty Region,Almaty,RU,CRS0012,QA,MGR0004,WON,Успешно реализовано,WARM,41,facebook,cpc,Search - Курс Data Analytics - EU,ad_15,kw_6,/ua/qa,DESKTOP,facebook.com,meta,meta,32170.0,USD,True,True,Natalіja Bobrov,Vasyl F.,natalіja.bobrov3367@ukr.net
LEAD0000088,2024-01-01 13:47:11,2024-03-01 01:49:48,2024-01-01 13:49:48,,+48387014072,Poland,Gdansk Region,Gdansk,PL,CRS0006,FullStack Java,MGR0004,LOST,Закрыто и не реализовано (передумал),HOT,62,organic,organic,,nan,nan,/ua/fullstack,MOBILE,google.com,organic,organic,38630.0,PLN,True,True,Lidia Edwards,Vasyl F.,lidia.edwards9344@icloud.com
LEAD0000089,2024-01-01 13:53:18,2024-01-02 00:00:00,2024-01-01 14:55:39,,+380606787761,Ukraine,Kyiv Oblast,Kyiv,UA,CRS0001,AI Automation,MGR0004,LOST,Закрыто и не реализовано (наберет сам если решит),HOT,66,facebook,cpc,SEARCH - QA - EU,ad_17,kw_8,/ua/ai-automation,MOBILE,facebook.com,meta,meta,37650.0,UAH,True,True,Anton Piejko,Vasyl F.,anton.piejko1243@gmail.com
LEAD0000090,2024-01-01 13:55:34,2024-02-01 17:32:34,2024-01-01 16:32:34,,+48048707698,Poland,Warsaw Region,Warsawa,PL,CRS0012,QA,MGR0003,LOST,Закрыто и не реализовано (недозвон),WARM,25,direct,notset,,nan,nan,/ua/qa,DESKTOP,nan,direct,direct,31700.0,PLN,True,True,Heather Mitoraj,Oksana B.,heather.mitoraj8931@yahoo.com
LEAD0000091,2024-01-01 14:23:31,2024-08-01 18:50:32,2024-01-01 15:34:03,2024-06-01 12:50:32,+380038248469,Ukraine,Lviv Oblast,Lviv,RU,CRS0015,Data Analytics (Free Intro),MGR0004,WON,Успешно реализовано,WARM,0,facebook,cpc,Leads_DataAnalytics-Start_UA_May25,ad_1,kw_10,/ua/data-analytics,DESKTOP,facebook.com,meta,meta,0.0,UAH,True,True,Ashley Artim,Vasyl F.,ashley.artim6368@yahoo.com
LEAD0000092,2024-01-01 14:33:02,2024-12-01 01:47:35,2024-01-01 16:53:08,2024-11-01 16:47:35,+380353648729,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0008,IT Start (Free),MGR0004,WON,Успешно реализовано,COLD,0,direct,notset,,nan,nan,/ua/start,DESKTOP,nan,direct,direct,0.0,UAH,True,True,Marcus Jurchuk,Vasyl F.,marcus.jurchuk7811@icloud.com
LEAD0000093,2024-01-01 00:00:00,2024-02-01 13:43:20,2024-01-01 16:43:20,,+380019864212,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0001,ai-automation,MGR0002,LOST,Закрыто и не реализовано (неправильный номер),COLD,27,direct,notset,,nan,nan,/ua/ai-automation,MOBILE,nan,direct,perplexity,37750.0,UAH,True,True,Patrick Kultys,Natalia H.,patrick.kultys410@outlook.com
LEAD0000094,2024-01-01 15:39:42,2024-10-02 05:00:17,2024-02-01 04:09:45,2024-07-02 18:00:17,+48033165308,Poland,Wroclaw Region,Wroclaw,UA,CRS0014,AI Automation Bundle,MGR0007,WON,Успешно реализовано,COLD,18,organic,organic,,nan,nan,/ua/ai-automation,TABLET,google.com,organic,organic,20900.0,PLN,True,True,Oskar Bebeshko,Orest K.,oskar.bebeshko6324@yahoo.com
LEAD0000095,2024-01-01 15:54:22,2024-06-01 06:04:29,2024-01-01 18:36:35,2024-05-01 22:04:29,+380945831494,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0008,IT Start (Free),MGR0002,WON,Успешно реализовано,HOT,60,dou,referral,pmax_ai_ua,ad_5,nan,/ua/start,DESKTOP,dou.ua,dou,organic,0.0,UAH,True,True,Mechislav Smalec,Natalia H,mechislav.smalec3219@gmail.com
LEAD0000096,2024-01-01 15:54:26,2024-04-01 02:40:09,2024-01-01 18:40:09,,+380110369474,Ukraine,Lviv Oblast,Lviv,RU,CRS0014,ai-automation-gift,MGR0004,LOST,Закрыто и не реализовано (перестал брать трубку),WARM,30,google,cpc,pmax_1_1_ua,ad_6,kw_15,/ua/ai-automation,MOBILE,google.com,google,google,22340.0,UAH,True,True,Artemij Peterson,Vasyl F.,artemij.peterson4523@gmail.com
LEAD0000097,2024-01-01 16:01:49,2024-03-01 23:32:54,2024-01-01 21:32:54,,+380219136485,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0005,Front-End,MGR0003,IN PROGRESS,Записан на пробное занятие,COLD,25,facebook,cpc,Search - QA - Ukraine,ad_7,kw_16,/ua/frontend,TABLET,facebook.com,meta,referral,28580.0,UAH,True,True,Al'Bіna Burch,Oksana B.,al'bіna.burch9889@ukr.net
LEAD0000098,2024-01-01 16:26:01,2024-08-02 12:52:46,2024-01-01 18:32:36,2024-08-02 06:52:46,+380553867651,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0005,  Front-End ,MGR0008,WON,Успешно реализовано,HOT,61,facebook,cpc,search_kursy_ua,ad_8,kw_17,/ua/frontend,DESKTOP,facebook.com,facebook,meta,30030.0,UAH,True,True,Tadeusz Clark,Vasil' G.,tadeusz.clark7866@gmail.com
LEAD0000099,2024-01-01 16:52:58,2024-11-01 19:14:38,,2024-10-01 03:14:38,+380248630076,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0015,Data Analytics (Free Intro),MGR0008,WON,Успешно реализовано,HOT,73,organic,organic,,nan,nan,/ua/data-analytics,MOBILE,google.com,organic,organic,0.0,UAH,True,True,Dem'Jan Rudik,Vasil' G.,dem'jan.rudik2399@ukr.net
LEAD0000100,2024-01-01 00:00:00,2024-04-01 01:01:49,2024-02-01 15:01:49,,+380357696820,Ukraine,Odesa Oblast,Odessa,UA,CRS0017,qa,MGR0006,IN PROGRESS,Заявка,COLD,30,facebook,cpc,Search - Курс Data Analytics - EU,ad_10,kw_19,/ua/qa,MOBILE,facebook.com,facebook,meta,25200.0,UAH,True,True,Sonia Melendez,John Z.,sonia.melendez2504@outlook.com
LEAD0000101,2024-01-01 17:08:27,2024-04-01 05:23:28,2024-01-01 19:23:28,,+380212019548,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0008,IT Start (Free),MGR0008,LOST,Закрыто и не реализовано (перестал отвечать в чате),COLD,27,google,cpc,Search- Курс AI - UA,ad_11,kw_20,/ua/start,MOBILE,google.com,google,google,0.0,UAH,True,True,Janina Rode,Vasil' G.,janina.rode5468@ukr.net
LEAD0000102,2024-01-01 17:28:46,2024-04-01 06:31:30,2024-01-01 20:31:30,,+380613051190,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0015,Data Analytics (Free Intro),MGR0007,IN PROGRESS,Принимает решение,WARM,0,facebook,cpc,pmax_ua,ad_12,kw_21,/ua/data-analytics,TABLET,facebook.com,meta,linkedin,0.0,UAH,True,True,Gabriel Zajtsev,Orest K.,gabriel.zajtsev4429@outlook.com
LEAD0000103,2024-01-01 17:41:51,2024-02-01 22:51:16,2024-01-01 18:51:16,,+49360866421,Germany,Berlin Region,Berlin,DE,CRS0010,Python,MGR0004,LOST,Закрыто и не реализовано (перестал брать трубку),COLD,7,referral,referral,,nan,nan,/ua/python,DESKTOP,prog.academy,referral,referral,24000.0,EUR,True,True,Nan,Vasyl F.,innokentij.burova1026@gmail.com
LEAD0000104,2024-01-01 17:44:27,2024-04-01 16:31:19,2024-01-01 19:31:19,,+1802997894,United States,Austin Region,Austin,EN,CRS0006,FullStack Java,MGR0008,LOST,Закрыто и не реализовано (перестал отвечать в чате),WARM,38,email,email,python_260526,ad_14,nan,/ua/fullstack,MOBILE,nan,email,email,35800.0,USD,True,True,Olena Moskalik,Vasil' G.,olena.moskalik8433@gmail.com
LEAD0000105,2024-01-01 17:47:56,2024-04-01 18:02:52,2024-01-01 19:02:52,,+380445925975,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0010,Python,MGR0008,IN PROGRESS,Записан на пробное занятие,COLD,25,instagram,cpc,search - qa - eu,ad_15,kw_24,/ua/python,MOBILE,instagram.com,instagram,instagram,25610.0,UAH,True,True,Olimpij Mironov,Vasil' G.,olimpij.mironov2291@gmail.com
LEAD0000106,2024-01-01 18:10:22,2024-01-02 00:00:00,2024-01-01 21:08:55,,+44740524125,United Kingdom,Manchester Region,Manchester,EN,CRS0010,Python,MGR0002,LOST,Закрыто и не реализовано (передумал),HOT,66,organic,organic,,nan,nan,/ua/python,MOBILE,google.com,organic,organic,28040.0,EUR,True,True,Kostjantin Lukina,Natalia H.,kostjantin.lukina9526@ukr.net
LEAD0000107,2024-01-01 18:22:36,2024-02-01 09:35:24,2024-01-01 00:00:00,,+420016098242,Czech Republic,Brno Region,Brno,CS,CRS0002,Data Analytics,MGR0002,LOST,Закрыто и не реализовано (неправильный номер),WARM,53,facebook,cpc,fullstack,ad_17,kw_26,/ua/data-analytics,DESKTOP,facebook.com,meta,meta,39090.0,CZK,True,True,Seliverst Przerwa,Natalia H.,seliverst.przerwa7603@yahoo.com
LEAD0000108,2024-01-01 00:00:00,2024-05-02 00:00:00,2024-02-01 09:51:25,2024-02-02 06:19:24,+380259510852,Ukraine,Odesa Oblast,Odessa,UA,CRS0015,Data Analytics (Free Intro),MGR0003,WON,Успешно реализовано,HOT,49,google,cpc,python_260526,ad_18,kw_27,/ua/data-analytics,TABLET,google.com,google,google,0.0,UAH,True,True,Fedor Oliver,Oksana B.,fedor.oliver4604@gmail.com
LEAD0000109,2024-01-01 18:57:51,2024-03-01 13:57:32,2024-02-01 04:57:32,,+48552768647,Poland,Wroclaw Region,Wroclaw,PL,CRS0017,QA Engineer,MGR0003,IN PROGRESS,Получил материалы,COLD,36,google,cpc,all,ad_1,kw_28,/ua/qa,MOBILE,google.com,google,google,32040.0,PLN,True,True,Thomas Kabanenko,Oksana B.,thomas.kabanenko2699@ukr.net
LEAD0000110,2024-01-01 19:07:09,2024-03-01 01:13:35,2024-02-01 03:13:35,,+380093591919,Ukraine,Kyiv Oblast,,RU,CRS0012,QA,MGR0007,WON,Закрыто и не реализовано (неправильный номер),HOT,84,google,cpc,ai_0526,ad_2,kw_29,/ua/qa,MOBILE,google.com,google,google,36120.0,UAH,True,True,Marek Korbut,Orest K.,marek.korbut7905@gmail.com
LEAD0000111,2024-01-01 19:09:42,2024-02-01 23:07:04,2024-01-01 21:07:04,,+380951401473,Ukraine,Lviv Oblast,Lviv,RU,CRS0017,QA Engineer,MGR0002,LOST,Закрыто и не реализовано (наберет сам если решит),HOT,51,instagram,cpc,,ad_3,kw_30,/ua/qa,MOBILE,instagram.com,instagram,instagram,27860.0,UAH,True,True,Krystian Vaschenko,Natalia H.,krystian.vaschenko9615@gmail.com
LEAD0000112,2024-01-01 19:18:29,2024-02-01 17:13:54,2024-02-01 00:13:54,,+1522135591,United States,Austin Region,Austin,EN,CRS0010,Python,MGR0004,IN PROGRESS,Получил материалы,WARM,37,facebook,cpc,test_1,ad_4,kw_31,/ua/python,MOBILE,facebook.com,meta,organic,28550.0,USD,True,True,Melanie Jarosh,Vasyl F.,melanie.jarosh24@ukr.net
LEAD0000113,2024-01-01 00:00:00,2024-02-01 13:16:30,2024-02-01 00:16:30,,+49557193791,Germany,Berlin Region,Berlin,EN,CRS0017,QA Engineer,MGR0006,LOST,Закрыто и не реализовано (не актуально),WARM,68,facebook,cpc,qa_060426,ad_5,kw_32,/ua/qa,MOBILE,facebook.com,meta,meta,27610.0,EUR,True,True,Ruth Fomenko,John .,ruth.fomenko3697@icloud.com
LEAD0000114,2024-01-01 19:33:07,2024-01-14 13:43:20,2024-01-01 20:05:28,2024-01-13 15:43:20,+380574071804,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0015,Data Analytics (Free Intro),MGR0008,WON,Успешно реализовано,COLD,0,instagram,cpc,search - qa - eu,ad_6,kw_33,/ua/data-analytics,DESKTOP,instagram.com,instagram,instagram,0.0,UAH,True,True,Linda Krüger,Vasil' G.,linda.krüger1870@ukr.net
LEAD0000115,2024-01-01 19:57:26,2024-03-01 03:57:26,,,+380573090693,Ukraine,Lviv Oblast,Lviv,RU,CRS0013,Web Design,MGR0006,IN PROGRESS,Приглашен на ивент,WARM,59,referral,referral,,nan,nan,/ua/frontend,DESKTOP,prog.academy,referral,referral,26210.0,UAH,True,True,Leon Chernov,John Z.,leon.chernov1567@gmail.com
